source,steward,name,difficulty,length,hike_time,dogs,horses,bikes,OPDMD_access,description,print_map_url,surface,WKT
MPSSC,MPSSC,Adam Run Trail,Difficult,3.2,,Yes,No,No,No,One of the park district's most demanding hikes; forms a sort of figure eight with Spring Hollow Trail. Travels through ravines and over streams.,http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/HamptonHillsMetroPark-2013.pdf,,"POINT(15 17)"
MPSSC,MPSSC,Alder Trail,Easy,1.4,,Yes,No,No,Yes,"Alder Trail leads through the woods to Alder Pond, where a cattail marsh provides good wildlife habitat. At the start of the trail, a short (half-mile, round trip) section earns Class B status and is good for users with wheelchairs, walkers, canes and strollers.",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/GoodyearHeightsMetroPark-2013.pdf,
MPSSC,MPSSC,Bike & Hike Trail,,34,,Yes,No,Yes,No,"All 34 miles of the Bike & Hike trail are paved. Some portions of the trail use neighborhood streets. Please follow the green biking signs until you rejoin the established trail. For your convenience, restrooms are located at the Brandywine Falls, SR 303, Springdale, Silver Springs and SR 91 lots.",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/Bike&HikeTrail-2013a.pdf,
MPSSC,MPSSC,Bridle Trail,Easy,7.9,,Yes,Yes,,No,"The Bridle Trail at Silver Creek is the only horseback trail managed by Metro Parks, Serving Summit County.",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/SilverCreekMetroPark-2013.pdf,
MPSSC,MPSSC,Buckeye Trail,Difficult,,,Yes,No,No,No,"This statewide trail circles from the Ohio River (near Cincinnati) to Lake Erie (near Mentor), west to Toledo and then back to the Ohio River. Here in Summit County, the trail passes through Deep Lock Quarry, O'Neil Woods, Sand Run and Cuyahoga Valley National Park. ""Follow the blue blazes"" for the Buckeye Trail.",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/SandRunMetroPark-2013.pdf,
MPSSC,MPSSC,Buttonbush Trail,Easy,1.6,,Yes,No,No,No,"Located in the conservation area, the trail follows an old service road, where vehicles once traveled to and from oil wells, last used in 2003. Today, you'll walk between two large buttonbush swamps. The trail's namesake, the buttonbush, is a flowering shrub that grows in shallow water about one to two feet deep.",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/LibertyPark-2013.pdf,
MPSSC,MPSSC,Cherry Lane Trail,Easy,0.6,,No,No,No,No,"Cherry Lane Trail is an easy-to-travel loop that connects to Fernwood Trail at a 110-foot-long suspension bridge, taking visitors across a 45-foot-deep ravine.",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/FASeiberlingNatureRealm-2013b.pdf,
MPSSC,MPSSC,Chippewa Trail,Easy,2,,Yes,No,,No,"Along Chippewa Trail, mature trees have grown from thousands of seedlings planted by Girl Scout troops between 1967 and 1983.",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/SilverCreekMetroPark-2013.pdf,
MPSSC,MPSSC,Chuckery Trail,Difficult,2.4,,Yes,No,No,No,"The trail gives hikers a glimpse of the Indian Signal Tree, reportedly shaped by American Indians, before passing the Cuyahoga River, crossing the parkway and heading uphill; then it loops back to the start.",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/CascadeValleyMetroPark-South-2013.pdf,
MPSSC,MPSSC,Cuyahoga Trail,Moderate,13,,Yes,No,No,No,"The Boy Scouts of America, Order of the Arrow, created this rustic trail that loops through the Cuyahoga Valley. From Deep Lock Quarry, the Cuyahoga Trail follows the towpath south to Everett before heading east along Bolanz Road. On Akron-Peninsula Road, the trail heads north to Virginia Kendall in Cuyahoga Valley National Park, winds through Boy Scout camps Manatoc and Butler, travels to the Village of Peninsula, and then returns to Deep Lock Quarry.",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/DeepLockQuarryMetroPark-2013.pdf,
MPSSC,MPSSC,Daffodil Trail,Easy,0.6,,Yes,No,No,No,"An estimated 40,000 daffodils – including dozens of varieties – bloom each spring along the H.S. Wagner Daffodil Trail, named for the park district's first director-secretary, who planted the first bulbs here in the late 1930s. Peak bloom is typically mid-April.",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/FurnaceRunMetroPark-2013.pdf,
MPSSC,MPSSC,Deer Run Trail,Difficult,1.8,,Yes,No,No,No,"The challenging, and aptly-named, Deer Run Trail follows a path worn by white-tailed deer and provides scenic views of the Cuyahoga River Valley. How many steps do you count on the hike back to the top?",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/ONeilWoodsMetroPark-2013.pdf,
MPSSC,MPSSC,Dogwood Trail,Difficult,1.8,,Yes,No,No,No,Explore shady valley and ridge-top terrain along the wooded and challenging Dogwood Trail.,http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/SandRunMetroPark-2013.pdf,
MPSSC,MPSSC,Fernwood Trail,Easy,0.5,,No,No,No,No,"Fernwood Trail is an easy-to-travel loop that connects to Cherry Lane Trail at a 110-foot-long suspension bridge, taking visitors across a 45-foot-deep ravine.",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/FASeiberlingNatureRealm-2013b.pdf,
MPSSC,MPSSC,Freedom Trail,,4.2,,Yes,No,Yes,No,"The Freedom Trail travels 4.2 miles between the Middlebury Lot to Tallmadge Circle. When completed, this eight-mile multipurpose trail will connect Akron and Kent and become another popular linear park managed by Metro Parks, Serving Summit County.",http://www.summitmetroparks.org/getdoc/31e03c5f-a063-489e-92d5-ff11e30baf24/MetroParksFreedomTrail-2013.aspx,
MPSSC,MPSSC,Glens Trail,Moderate,1.8,,Yes,No,No,No,"Glens Trail, on the opposite side of Front Street, provides views from the edge of the Cuyahoga River. Springs flow from the ledges along this trail, providing water needed for liverwort.",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/GorgeMetroPark-2013.pdf,
MPSSC,MPSSC,Gorge Trail,Difficult,1.8,,Yes,No,No,yes,"Gorge Trail provides access to Mary Campbell Cave, an easy half-mile walk from the parking lot. At the start of the trail, a short (half-mile, round trip) section earns Class B status and is good for users with wheelchairs, walkers, canes and strollers. The trail quickly becomes more rugged as it passes through stunning rock-ledge formations. An upper section of the trail is even considered ""primitive,"" earning Class D status.",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/GorgeMetroPark-2013.pdf,
MPSSC,MPSSC,Highbridge Trail,Moderate,3.2,,Yes,No,No,No,"Highbridge Trail offers a moderately challenging hike on the other side of the Cuyahoga than the Glens and Gorge trails, and it connects to Cascade Valley / South.",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/GorgeMetroPark-2013.pdf,
MPSSC,MPSSC,Indian Spring Trail,Moderate,2.2,,yes,No,No,No,"Inside the Lake Area, Indian Spring Trail loops through two types of forests and near wetlands, ponds, a stream and the trail's namesake, an old spring.",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/MunroeFallsMetroPark-2013.pdf,
MPSSC,MPSSC,Jogging Trail,Moderate,6,,Yes,No,No,Yes,"The Parkway Jogging Trail is the most popular in the park district, averaging more than 1,000 users a day, year-round. At the start of the trail, from the Old Portage Area, a one-mile (round trip) section earns Class B status and is good for users with wheelchairs, walkers, canes and strollers.",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/SandRunMetroPark-2013.pdf,
MPSSC,MPSSC,Ledges Trail,Moderate,1.1,,Yes,No,No,No,"Visitors pass by a unique system of sandstone ledges, into Glacier Cave and to a wetland before traveling back to the trailhead over a long boardwalk. The ledges are covered by a ""living skin."" Ferns, mosses and lichens grow here, and endangered bats and other species live in the area. For the protection of natural resources, please stay on the trail.",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/LibertyPark-2013.pdf,
MPSSC,MPSSC,Meadow Loop Trail,Easy,0.35,,yes,No,No,Yes,"The short Meadow Loop is a flat, easy trail in the Tallmadge Meadows Area that can be enjoyed by users with wheelchairs, walkers, canes and strollers.",http://www.summitmetroparks.org/App_Themes/MetroParks/images/media/MunroeFallsMetroPark-2013.pdf,
